      No     Day     Mon    Year  Qobs_0000000398  Qsim_0000000398
       1       1       1    1991      889.0000000      997.5835193
       2       2       1    1991      863.0000000     1053.5607084
       3       3       1    1991      875.0000000     1177.0281605
       4       4       1    1991      932.0000000      958.4012896
       5       5       1    1991      826.0000000      834.6735414
       6       6       1    1991      731.0000000      761.6521175
       7       7       1    1991      613.0000000      688.0548738
       8       8       1    1991      610.0000000      685.7046499
       9       9       1    1991      686.0000000      593.8961289
      10      10       1    1991      556.0000000      691.6295941
      11      11       1    1991      669.0000000      808.0833814
      12      12       1    1991      828.0000000      701.6996815
      13      13       1    1991      735.0000000      489.5384053
      14      14       1    1991      513.0000000      362.6447244
      15      15       1    1991      411.0000000      285.1696709
      16      16       1    1991      345.0000000      236.7075931
      17      17       1    1991      293.0000000      202.5638080
      18      18       1    1991      251.0000000      177.1759324
      19      19       1    1991      222.0000000      157.6825675
      20      20       1    1991      215.0000000      142.3431775
      21      21       1    1991      213.0000000      137.2267357
      22      22       1    1991      202.0000000      148.2648839
      23      23       1    1991      200.0000000      145.7362982
      24      24       1    1991      192.0000000      131.6230861
      25      25       1    1991      176.0000000      119.3527373
      26      26       1    1991      164.0000000      109.7217809
      27      27       1    1991      157.0000000      101.9172050
      28      28       1    1991      134.0000000       95.5103141
      29      29       1    1991      130.0000000       90.1672981
      30      30       1    1991      119.0000000       85.6511222
      31      31       1    1991      107.0000000       81.7890386
      32       1       2    1991      112.0000000       78.4522674
      33       2       2    1991      109.0000000       75.5429092
      34       3       2    1991      101.0000000       72.9852606
      35       4       2    1991       98.0000000       70.7198994
      36       5       2    1991       84.0000000       68.6995635
      37       6       2    1991       93.0000000       66.8862203
      38       7       2    1991       80.0000000       65.2489436
      39       8       2    1991       73.0000000       63.7623515
      40       9       2    1991       89.0000000       62.4054378
      41      10       2    1991       84.0000000       61.1606878
      42      11       2    1991       78.0000000       60.0133992
      43      12       2    1991       79.0000000       58.9511551
      44      13       2    1991       77.0000000       57.9634116
      45      14       2    1991       80.0000000       57.0411699
      46      15       2    1991       72.0000000       56.1767157
      47      16       2    1991       78.0000000       59.1633361
      48      17       2    1991       74.0000000       61.1808683
      49      18       2    1991       77.0000000       59.3643118
      50      19       2    1991       73.0000000       84.4750569
      51      20       2    1991       69.0000000      146.7554133
      52      21       2    1991       74.0000000      223.7808095
      53      22       2    1991       81.0000000      243.9830656
      54      23       2    1991      110.0000000      197.4063674
      55      24       2    1991      180.0000000      172.4773893
      56      25       2    1991      213.0000000      161.3627993
      57      26       2    1991      222.0000000      142.3334256
      58      27       2    1991      208.0000000      132.3624185
      59      28       2    1991      211.0000000      126.6895569
      60       1       3    1991      214.0000000      118.5003417
      61       2       3    1991      208.0000000      130.3807275
      62       3       3    1991      221.0000000      135.1696368
      63       4       3    1991      281.0000000      118.9174788
      64       5       3    1991      219.0000000      107.3443461
      65       6       3    1991      190.0000000       98.5176818
      66       7       3    1991      173.0000000       91.4068850
      67       8       3    1991      164.0000000       85.9100584
      68       9       3    1991      142.0000000       82.7715324
      69      10       3    1991      133.0000000       82.9284614
      70      11       3    1991      133.0000000       80.5483997
      71      12       3    1991      118.0000000       76.2309220
      72      13       3    1991      127.0000000       72.3580805
      73      14       3    1991      113.0000000       69.0681400
      74      15       3    1991      107.0000000       66.2364104
      75      16       3    1991      100.0000000       63.7731638
      76      17       3    1991      100.0000000       61.6160775
      77      18       3    1991       95.0000000       59.7575302
      78      19       3    1991       98.0000000      126.6727203
      79      20       3    1991      119.0000000      171.9973054
      80      21       3    1991      159.0000000      196.0079246
      81      22       3    1991      196.0000000      237.4974624
      82      23       3    1991      242.0000000      200.3929203
      83      24       3    1991      216.0000000      163.6739828
      84      25       3    1991      180.0000000      138.8800205
      85      26       3    1991      145.0000000      121.4535888
      86      27       3    1991      127.0000000      110.7259278
      87      28       3    1991      117.0000000       99.7920355
      88      29       3    1991      109.0000000       91.2314005
      89      30       3    1991      106.0000000       84.3561648
      90      31       3    1991       99.0000000       78.7310765
      91       1       4    1991       96.0000000       74.0564480
      92       2       4    1991       88.0000000       70.1194086
      93       3       4    1991       87.0000000       66.7647863
      94       4       4    1991       82.0000000       64.3724140
      95       5       4    1991       84.0000000       62.7172884
      96       6       4    1991       67.0000000       60.4033075
      97       7       4    1991       89.0000000       58.4941191
      98       8       4    1991       75.0000000       56.8952822
      99       9       4    1991       79.0000000       55.2279981
     100      10       4    1991       70.0000000       53.6745658
     101      11       4    1991       69.0000000       52.2787424
     102      12       4    1991       69.0000000       51.0182790
     103      13       4    1991       56.0000000       49.8735178
     104      14       4    1991       63.0000000       48.8302631
     105      15       4    1991       58.0000000       47.8766536
     106      16       4    1991       56.0000000       46.9912228
     107      17       4    1991       54.0000000       46.1708619
     108      18       4    1991       57.0000000       45.4337735
     109      19       4    1991       53.0000000       45.6175591
     110      20       4    1991       53.0000000       45.6595855
     111      21       4    1991       65.0000000       44.8227005
     112      22       4    1991       69.0000000       46.6927204
     113      23       4    1991       61.0000000       48.8291013
     114      24       4    1991       56.0000000       45.5395186
     115      25       4    1991       56.0000000       44.3830025
     116      26       4    1991       53.0000000       43.5585722
     117      27       4    1991       49.0000000       42.8129937
     118      28       4    1991       53.0000000       42.1223171
     119      29       4    1991       48.0000000       45.6505011
     120      30       4    1991       57.0000000       91.1146685
     121       1       5    1991       69.0000000       89.6521324
     122       2       5    1991       89.0000000       67.6201588
     123       3       5    1991      105.0000000       62.7233674
     124       4       5    1991       79.0000000       59.1813437
     125       5       5    1991       69.0000000       56.3167260
     126       6       5    1991       71.0000000       54.2900775
     127       7       5    1991       60.0000000       51.9047303
     128       8       5    1991       64.0000000       49.9033760
     129       9       5    1991       59.0000000       48.1533375
     130      10       5    1991       57.0000000       48.6153682
     131      11       5    1991       55.0000000       52.0221794
     132      12       5    1991       53.0000000       49.1678713
     133      13       5    1991       52.0000000       47.4546154
     134      14       5    1991       50.0000000       46.1816646
     135      15       5    1991       52.0000000       51.2563253
     136      16       5    1991       54.0000000       54.3039077
     137      17       5    1991       54.0000000       49.7013687
     138      18       5    1991       55.0000000       48.0069011
     139      19       5    1991       48.0000000       46.4810799
     140      20       5    1991       48.0000000       45.0929135
     141      21       5    1991       49.0000000       43.8264346
     142      22       5    1991       41.0000000       42.6677960
     143      23       5    1991       40.0000000       41.6048915
     144      24       5    1991       40.0000000       40.6271117
     145      25       5    1991       39.0000000       39.7251383
     146      26       5    1991       43.0000000       38.8907718
     147      27       5    1991       39.0000000       38.1167837
     148      28       5    1991       36.0000000       37.3967918
     149      29       5    1991       33.0000000       36.7251527
     150      30       5    1991       39.0000000       36.0968695
     151      31       5    1991       34.0000000       35.5075121
     152       1       6    1991       37.0000000       34.9531487
     153       2       6    1991       35.0000000       34.4302855
     154       3       6    1991       29.0000000       33.9358148
     155       4       6    1991       33.0000000       33.4669698
     156       5       6    1991       34.0000000       33.0348732
     157       6       6    1991       32.0000000       49.8169639
     158       7       6    1991       38.0000000       52.3064752
     159       8       6    1991       39.0000000       41.5225400
     160       9       6    1991       41.0000000       38.3807137
     161      10       6    1991       44.0000000       52.2023562
     162      11       6    1991       48.0000000       37.7712016
     163      12       6    1991       42.0000000       35.0238992
     164      13       6    1991       37.0000000       34.2227275
     165      14       6    1991       39.0000000       33.5627689
     166      15       6    1991       35.0000000       33.3440965
     167      16       6    1991       31.0000000       36.3239287
     168      17       6    1991       33.0000000       39.8908457
     169      18       6    1991       31.0000000       37.5037378
     170      19       6    1991       28.0000000       34.7646148
     171      20       6    1991       60.0000000       70.4667363
     172      21       6    1991       48.0000000       57.7570305
     173      22       6    1991       54.0000000       41.7313607
     174      23       6    1991       63.0000000       49.0068178
     175      24       6    1991       41.0000000       43.6036757
     176      25       6    1991       42.0000000       39.3345839
     177      26       6    1991       43.0000000       37.7169237
     178      27       6    1991       38.0000000       45.9314302
     179      28       6    1991       38.0000000       46.9106547
     180      29       6    1991       35.0000000       40.2966214
     181      30       6    1991       41.0000000       38.0073310
     182       1       7    1991       41.0000000       36.5529427
     183       2       7    1991       38.0000000       35.2743847
     184       3       7    1991       34.0000000       34.1395499
     185       4       7    1991       27.0000000       33.1255418
     186       5       7    1991       31.0000000       32.2139704
     187       6       7    1991       30.0000000       31.3899528
     188       7       7    1991       26.0000000       37.3448485
     189       8       7    1991       30.0000000       36.5433324
     190       9       7    1991       31.0000000       30.5064640
     191      10       7    1991       23.0000000       29.7892772
     192      11       7    1991       35.0000000       29.1359551
     193      12       7    1991       19.0000000       30.2386159
     194      13       7    1991       24.0000000       56.9408280
     195      14       7    1991       26.0000000       50.0427920
     196      15       7    1991       27.0000000       34.4941281
     197      16       7    1991       41.0000000       31.4320655
     198      17       7    1991       34.0000000       30.4926301
     199      18       7    1991       27.0000000       29.6506262
     200      19       7    1991       25.0000000       28.8911135
     201      20       7    1991       23.0000000       28.2021745
     202      21       7    1991       22.0000000       27.5739729
     203      22       7    1991       27.0000000       26.9983230
     204      23       7    1991       23.0000000       26.4683630
     205      24       7    1991       21.0000000       27.2987752
     206      25       7    1991       23.0000000       52.1389777
     207      26       7    1991       33.0000000       44.7949824
     208      27       7    1991       23.0000000       31.4402523
     209      28       7    1991       29.0000000       28.2068631
     210      29       7    1991       30.0000000       27.4334344
     211      30       7    1991       35.0000000       40.3132129
     212      31       7    1991       27.0000000       39.9393572
     213       1       8    1991       45.0000000       29.2878841
     214       2       8    1991       47.0000000       28.3111019
     215       3       8    1991       40.0000000       27.4838485
     216       4       8    1991       35.0000000       26.7392065
     217       5       8    1991       26.0000000       26.0650814
     218       6       8    1991       23.0000000       25.4515740
     219       7       8    1991       30.0000000       26.4391142
     220       8       8    1991       33.0000000       27.1329838
     221       9       8    1991       30.0000000       24.5265522
     222      10       8    1991       28.0000000       23.6671423
     223      11       8    1991       19.0000000       23.2352828
     224      12       8    1991       20.0000000       22.8335436
     225      13       8    1991       16.0000000       22.4583815
     226      14       8    1991       18.0000000       22.1067503
     227      15       8    1991       18.0000000       21.7760195
     228      16       8    1991       20.0000000       21.4639084
     229      17       8    1991       16.0000000       21.1684321
