      No     Day     Mon    Year  Qobs_0000000398  Qsim_0000000398
       1       1       7    1990       79.0000000       86.9027315
       2       2       7    1990       92.0000000       71.1176583
       3       3       7    1990       72.0000000       61.1959305
       4       4       7    1990       58.0000000       62.0735154
       5       5       7    1990       69.0000000       79.2322260
       6       6       7    1990       94.0000000       84.9957447
       7       7       7    1990      199.0000000       80.7451245
       8       8       7    1990      133.0000000       79.0180917
       9       9       7    1990      124.0000000       73.9841004
      10      10       7    1990      123.0000000       68.8315582
      11      11       7    1990       99.0000000       64.6019995
      12      12       7    1990       88.0000000       61.7275482
      13      13       7    1990       84.0000000       59.3927173
      14      14       7    1990       72.0000000       57.2992487
      15      15       7    1990       55.0000000       55.3857526
      16      16       7    1990       65.0000000       53.6292617
      17      17       7    1990       50.0000000       52.0125183
      18      18       7    1990       50.0000000       50.5205766
      19      19       7    1990       46.0000000       49.1403061
      20      20       7    1990       44.0000000       47.8601387
      21      21       7    1990       42.0000000       46.6698615
      22      22       7    1990       37.0000000       45.5604411
      23      23       7    1990       38.0000000       44.5238730
      24      24       7    1990       44.0000000       43.5530522
      25      25       7    1990       30.0000000       42.6416614
      26      26       7    1990       26.0000000       41.7840749
      27      27       7    1990       31.0000000       40.9752753
      28      28       7    1990       33.0000000       42.7277508
      29      29       7    1990       42.0000000       42.4496366
      30      30       7    1990       36.0000000       39.3990889
      31      31       7    1990       34.0000000       38.4675997
      32       1       8    1990       25.0000000       37.8083125
      33       2       8    1990       22.0000000       37.1913554
      34       3       8    1990       28.0000000       36.6025294
      35       4       8    1990       25.0000000       36.0390394
      36       5       8    1990       19.0000000       35.4987866
      37       6       8    1990       22.0000000       34.9799207
      38       7       8    1990       19.0000000       34.4808954
      39       8       8    1990       22.0000000       34.0000682
      40       9       8    1990       19.0000000       33.5358157
      41      10       8    1990       20.0000000       33.0869555
      42      11       8    1990       19.0000000       32.6524319
      43      12       8    1990       19.0000000       32.2312317
      44      13       8    1990       22.0000000       33.1182051
      45      14       8    1990       36.0000000       42.5031133
      46      15       8    1990       31.0000000       51.9337578
      47      16       8    1990       30.0000000       48.9517471
      48      17       8    1990       28.0000000       40.7624938
      49      18       8    1990       34.0000000       36.3672520
      50      19       8    1990       21.0000000       33.6054005
      51      20       8    1990       30.0000000       32.0740467
      52      21       8    1990       22.0000000       31.3486894
      53      22       8    1990       21.0000000       30.8345298
      54      23       8    1990       23.0000000       30.3657372
      55      24       8    1990       20.0000000       29.9182556
      56      25       8    1990       29.0000000       29.4889161
      57      26       8    1990       20.0000000       29.0854354
      58      27       8    1990       22.0000000       28.8800950
      59      28       8    1990       23.0000000       29.1757997
      60      29       8    1990       35.0000000       29.2172265
      61      30       8    1990       51.0000000       54.5694746
      62      31       8    1990       80.0000000      100.5959200
      63       1       9    1990       56.0000000       81.7856802
      64       2       9    1990       33.0000000       51.5988784
      65       3       9    1990       27.0000000       40.8873641
      66       4       9    1990       27.0000000       37.8396719
      67       5       9    1990       28.0000000       37.9006738
      68       6       9    1990       26.0000000       39.3544671
      69       7       9    1990       24.0000000       38.5407785
      70       8       9    1990       33.0000000       37.1747911
      71       9       9    1990       26.0000000       34.7895134
      72      10       9    1990       27.0000000       33.2937275
      73      11       9    1990       22.0000000       32.2389379
      74      12       9    1990       22.0000000       31.3867017
      75      13       9    1990       21.0000000       30.6181118
      76      14       9    1990       22.0000000       29.9045699
      77      15       9    1990       22.0000000       29.2382095
      78      16       9    1990       22.0000000       28.6141433
