      No     Day     Mon    Year  Qobs_0000000045  Qsim_0000000045
       1       1       1    1993    -9999.0000000       88.9174817
       2       2       1    1993    -9999.0000000       86.6802737
       3       3       1    1993    -9999.0000000       84.5922725
       4       4       1    1993    -9999.0000000       82.6394203
       5       5       1    1993    -9999.0000000       80.8091137
       6       6       1    1993    -9999.0000000       79.0900445
       7       7       1    1993    -9999.0000000       77.6127293
       8       8       1    1993    -9999.0000000       77.6188245
       9       9       1    1993    -9999.0000000       77.6905175
      10      10       1    1993    -9999.0000000       76.7503534
      11      11       1    1993    -9999.0000000       87.3812119
      12      12       1    1993    -9999.0000000      105.5179063
      13      13       1    1993    -9999.0000000      115.0501425
      14      14       1    1993    -9999.0000000      125.9789760
      15      15       1    1993    -9999.0000000      126.0381887
      16      16       1    1993    -9999.0000000      125.1277395
      17      17       1    1993    -9999.0000000      123.3173811
      18      18       1    1993    -9999.0000000      117.2772167
      19      19       1    1993    -9999.0000000      108.7408371
      20      20       1    1993    -9999.0000000      103.3334174
      21      21       1    1993    -9999.0000000      102.4310536
      22      22       1    1993    -9999.0000000      101.5611734
      23      23       1    1993    -9999.0000000       98.2035010
      24      24       1    1993    -9999.0000000       94.5344721
      25      25       1    1993    -9999.0000000       91.5645214
      26      26       1    1993    -9999.0000000       88.4334035
      27      27       1    1993    -9999.0000000       85.2416123
      28      28       1    1993    -9999.0000000       82.3226963
      29      29       1    1993    -9999.0000000       79.7242373
      30      30       1    1993    -9999.0000000       77.5250909
      31      31       1    1993    -9999.0000000       75.3178177
      32       1       2    1993    -9999.0000000       73.3911589
      33       2       2    1993    -9999.0000000       71.5976392
      34       3       2    1993    -9999.0000000       69.9643306
      35       4       2    1993    -9999.0000000       68.4411077
      36       5       2    1993    -9999.0000000       66.9581169
      37       6       2    1993    -9999.0000000       65.5631678
      38       7       2    1993    -9999.0000000       64.2484551
      39       8       2    1993    -9999.0000000       63.0068217
      40       9       2    1993    -9999.0000000       61.8318233
      41      10       2    1993    -9999.0000000       60.7176533
      42      11       2    1993    -9999.0000000       59.6590761
      43      12       2    1993    -9999.0000000       58.6513669
      44      13       2    1993    -9999.0000000       57.6902595
      45      14       2    1993    -9999.0000000       56.7718984
      46      15       2    1993    -9999.0000000       55.8927973
      47      16       2    1993    -9999.0000000       55.0498011
      48      17       2    1993    -9999.0000000       54.2400527
      49      18       2    1993    -9999.0000000       53.4609629
      50      19       2    1993    -9999.0000000       52.7167388
      51      20       2    1993    -9999.0000000       52.0133247
      52      21       2    1993    -9999.0000000       51.3174116
      53      22       2    1993    -9999.0000000       50.6374519
      54      23       2    1993    -9999.0000000       49.9785492
      55      24       2    1993    -9999.0000000       49.3392326
      56      25       2    1993    -9999.0000000       48.7181626
      57      26       2    1993    -9999.0000000       48.1141181
      58      27       2    1993    -9999.0000000       47.6863095
      59      28       2    1993    -9999.0000000       48.3771309
      60       1       3    1993       50.5000000       47.4563970
      61       2       3    1993       48.5000000       47.1746923
      62       3       3    1993       46.6000000       46.7027112
      63       4       3    1993       46.6000000       46.1240202
      64       5       3    1993       48.5000000       45.5237896
      65       6       3    1993       47.5000000       44.9433043
      66       7       3    1993       68.8000000       44.4673151
      67       8       3    1993       52.6000000       44.1547199
      68       9       3    1993       39.8000000       43.9698766
      69      10       3    1993       43.8000000       43.9972491
      70      11       3    1993       42.2000000       43.6993126
      71      12       3    1993       42.2000000       43.2832027
      72      13       3    1993       38.3000000       42.9076594
      73      14       3    1993       42.2000000       42.5344163
      74      15       3    1993       44.7000000       42.0865674
      75      16       3    1993       44.7000000       41.5299183
      76      17       3    1993       43.8000000       40.9778303
      77      18       3    1993       44.7000000       40.4429160
      78      19       3    1993       44.7000000       39.9239789
      79      20       3    1993       43.0000000       39.4199275
      80      21       3    1993       41.3000000       38.9297665
      81      22       3    1993       41.3000000       38.4525879
      82      23       3    1993       41.3000000       47.5774598
      83      24       3    1993       44.7000000       84.2115319
      84      25       3    1993       70.0000000       87.9040724
      85      26       3    1993      106.0000000       78.6155259
