      No     Day     Mon    Year  Qobs_0000000045  Qsim_0000000045
       1       1       1    1991    -9999.0000000      199.8875372
       2       2       1    1991    -9999.0000000      225.5778549
       3       3       1    1991    -9999.0000000      199.2650932
       4       4       1    1991    -9999.0000000      191.4582720
       5       5       1    1991    -9999.0000000      210.3900873
       6       6       1    1991    -9999.0000000      206.5318823
       7       7       1    1991    -9999.0000000      202.3885676
       8       8       1    1991    -9999.0000000      206.1618949
       9       9       1    1991    -9999.0000000      198.4156262
      10      10       1    1991    -9999.0000000      180.0588616
      11      11       1    1991    -9999.0000000      165.9830002
      12      12       1    1991    -9999.0000000      163.2932590
      13      13       1    1991    -9999.0000000      171.4816303
      14      14       1    1991    -9999.0000000      166.2972928
      15      15       1    1991    -9999.0000000      148.0931290
      16      16       1    1991    -9999.0000000      133.5211724
      17      17       1    1991    -9999.0000000      124.1462965
      18      18       1    1991    -9999.0000000      117.6237939
      19      19       1    1991    -9999.0000000      111.8494902
      20      20       1    1991    -9999.0000000      106.7381654
      21      21       1    1991    -9999.0000000      102.4658235
      22      22       1    1991    -9999.0000000       98.7720914
      23      23       1    1991    -9999.0000000       95.4638842
      24      24       1    1991    -9999.0000000       92.4202820
      25      25       1    1991    -9999.0000000       89.6078334
      26      26       1    1991    -9999.0000000       87.0038856
      27      27       1    1991    -9999.0000000       84.5881895
      28      28       1    1991    -9999.0000000       82.3426301
      29      29       1    1991    -9999.0000000       80.2509876
      30      30       1    1991    -9999.0000000       78.2987280
      31      31       1    1991    -9999.0000000       76.4728176
      32       1       2    1991    -9999.0000000       74.7615587
      33       2       2    1991    -9999.0000000       73.1544447
      34       3       2    1991    -9999.0000000       71.6420318
      35       4       2    1991    -9999.0000000       70.2158249
      36       5       2    1991    -9999.0000000       68.8681767
      37       6       2    1991    -9999.0000000       67.5921981
      38       7       2    1991    -9999.0000000       66.3816785
      39       8       2    1991    -9999.0000000       65.2310147
      40       9       2    1991    -9999.0000000       76.2594659
      41      10       2    1991    -9999.0000000      177.3895190
      42      11       2    1991    -9999.0000000      258.1878966
      43      12       2    1991    -9999.0000000      220.6125272
      44      13       2    1991    -9999.0000000      192.7876112
      45      14       2    1991    -9999.0000000      170.2062023
      46      15       2    1991    -9999.0000000      151.3417669
      47      16       2    1991    -9999.0000000      135.6033665
      48      17       2    1991    -9999.0000000      122.7274251
      49      18       2    1991    -9999.0000000      112.8611435
      50      19       2    1991    -9999.0000000      104.6491014
      51      20       2    1991    -9999.0000000      100.8780471
      52      21       2    1991    -9999.0000000      101.2109765
      53      22       2    1991    -9999.0000000      106.1303713
      54      23       2    1991    -9999.0000000      114.3848888
      55      24       2    1991    -9999.0000000      130.2884251
      56      25       2    1991    -9999.0000000      142.7161833
      57      26       2    1991    -9999.0000000      137.9451549
      58      27       2    1991    -9999.0000000      130.2210003
      59      28       2    1991    -9999.0000000      120.5524519
      60       1       3    1991    -9999.0000000      110.7460287
      61       2       3    1991    -9999.0000000      104.1673651
      62       3       3    1991    -9999.0000000      101.8358152
      63       4       3    1991    -9999.0000000      101.2822942
      64       5       3    1991    -9999.0000000      101.0187104
      65       6       3    1991    -9999.0000000      105.3501999
      66       7       3    1991    -9999.0000000      122.1353039
      67       8       3    1991    -9999.0000000      153.9319915
      68       9       3    1991    -9999.0000000      176.0761460
      69      10       3    1991    -9999.0000000      182.7047310
      70      11       3    1991    -9999.0000000      180.6748934
      71      12       3    1991    -9999.0000000      166.0009671
      72      13       3    1991    -9999.0000000      154.7918297
      73      14       3    1991    -9999.0000000      146.6934419
      74      15       3    1991    -9999.0000000      141.4002052
      75      16       3    1991    -9999.0000000      138.8714965
      76      17       3    1991    -9999.0000000      135.9574946
      77      18       3    1991    -9999.0000000      137.4196895
      78      19       3    1991    -9999.0000000      143.3575726
      79      20       3    1991    -9999.0000000      144.6101650
      80      21       3    1991    -9999.0000000      147.7362852
      81      22       3    1991    -9999.0000000      168.6994378
      82      23       3    1991    -9999.0000000      213.1892938
      83      24       3    1991    -9999.0000000      218.7221845
      84      25       3    1991    -9999.0000000      260.6675315
      85      26       3    1991    -9999.0000000      279.7971584
      86      27       3    1991    -9999.0000000      289.1365026
      87      28       3    1991    -9999.0000000      282.8771576
      88      29       3    1991    -9999.0000000      244.1978284
      89      30       3    1991    -9999.0000000      216.9558535
      90      31       3    1991    -9999.0000000      191.8355348
      91       1       4    1991    -9999.0000000      172.6018165
      92       2       4    1991    -9999.0000000      157.3703721
      93       3       4    1991    -9999.0000000      149.2509262
      94       4       4    1991    -9999.0000000      146.9055364
      95       5       4    1991    -9999.0000000      164.0979621
      96       6       4    1991    -9999.0000000      170.5508459
      97       7       4    1991    -9999.0000000      154.2608361
      98       8       4    1991    -9999.0000000      140.1419861
      99       9       4    1991    -9999.0000000      128.1709676
     100      10       4    1991    -9999.0000000      118.7434341
     101      11       4    1991    -9999.0000000      111.1136984
     102      12       4    1991    -9999.0000000      105.0169972
     103      13       4    1991    -9999.0000000      100.5215526
     104      14       4    1991    -9999.0000000       96.1500100
     105      15       4    1991    -9999.0000000       92.4138975
