      No     Day     Mon    Year  Qobs_0000000398  Qsim_0000000398  Qobs_0000000333  Qsim_0000000333
     184       3       7    1990       72.0000000     2103.1962754     2030.0000000     2122.6975727
     185       4       7    1990       58.0000000     2172.3074219     2050.0000000     2155.5082260
     186       5       7    1990       69.0000000     2200.6011081     2040.0000000     2163.8546523
     187       6       7    1990       94.0000000     2255.0959131     2130.0000000     2241.9701224
     188       7       7    1990      199.0000000     2357.8343125     2240.0000000     2356.0980594
     189       8       7    1990      133.0000000     2454.3530024     2330.0000000     2443.8457876
     190       9       7    1990      124.0000000     2509.9679676     2400.0000000     2500.1265352
     191      10       7    1990      123.0000000     2486.1295639     2360.0000000     2453.6036262
     192      11       7    1990       99.0000000     2400.8111188     2270.0000000     2358.5929860
     193      12       7    1990       88.0000000     2390.0652108     2290.0000000     2374.4418363
     194      13       7    1990       84.0000000     2320.2403335     2200.0000000     2280.7331909
     195      14       7    1990       72.0000000     2225.7795872     2110.0000000     2187.3878111
     196      15       7    1990       55.0000000     2124.0433483     2010.0000000     2084.3606108
     197      16       7    1990       65.0000000     2020.4064971     1910.0000000     1981.6128638
     198      17       7    1990       50.0000000     1924.8222266     1820.0000000     1889.1111988
     199      18       7    1990       50.0000000     1839.5355117     1740.0000000     1806.8267715
     200      19       7    1990       46.0000000     1779.9407952     1690.0000000     1754.7345774
     201      20       7    1990       44.0000000     1719.7197962     1630.0000000     1692.8128809
     202      21       7    1990       42.0000000     1665.1342205     1580.0000000     1641.0427382
     203      22       7    1990       37.0000000     1582.1584402     1490.0000000     1549.4075974
     204      23       7    1990       38.0000000     1521.0631180     1440.0000000     1497.8929618
     205      24       7    1990       44.0000000     1484.6839971     1410.0000000     1466.4861061
     206      25       7    1990       30.0000000     1445.2909959     1370.0000000     1425.1758356
     207      26       7    1990       26.0000000     1396.0145655     1320.0000000     1373.9522818
     208      27       7    1990       31.0000000     1344.5574245     1270.0000000     1322.8067279
     209      28       7    1990       33.0000000     1313.1144440     1240.0000000     1292.2012470
     210      29       7    1990       42.0000000     1271.7334691     1200.0000000     1250.9155371
     211      30       7    1990       36.0000000     1229.1820835     1160.0000000     1209.9457805
     212      31       7    1990       34.0000000     1218.8439208     1160.0000000     1209.0277631
     213       1       8    1990       25.0000000     1294.8630255     1260.0000000     1308.1585489
     214       2       8    1990       22.0000000     1308.9367213     1250.0000000     1297.3336518
     215       3       8    1990       28.0000000     1251.6405591     1180.0000000     1226.5490672
     216       4       8    1990       25.0000000     1196.1133174     1130.0000000     1175.8012148
     217       5       8    1990       19.0000000     1153.0094341     1090.0000000     1135.1900375
     218       6       8    1990       22.0000000     1112.0869593     1050.0000000     1094.4341385
     219       7       8    1990       19.0000000     1102.1133871     1050.0000000     1093.7785760
     220       8       8    1990       22.0000000     1101.3194377     1050.0000000     1093.1471423
     221       9       8    1990       19.0000000     1092.8435863     1040.0000000     1082.5395034
     222      10       8    1990       20.0000000     1089.8271327     1040.0000000     1081.9537696
     223      11       8    1990       19.0000000     1058.2649506     1000.0000000     1041.3882366
     224      12       8    1990       19.0000000     1043.0452831      993.0000000     1033.8413651
     225      13       8    1990       22.0000000     1025.0707453      963.0000000     1009.9006997
     226      14       8    1990       36.0000000     1032.3959473      956.0000000     1018.5837816
     227      15       8    1990       31.0000000     1046.6416249      988.0000000     1034.8716112
     228      16       8    1990       30.0000000     1090.0948957     1040.0000000     1089.5789068
     229      17       8    1990       28.0000000     1119.8966241     1070.0000000     1114.7337515
     230      18       8    1990       34.0000000     1119.7664160     1070.0000000     1111.3119744
     231      19       8    1990       21.0000000     1087.9914043     1030.0000000     1070.6128513
     232      20       8    1990       30.0000000     1070.2692207     1020.0000000     1059.9485575
     233      21       8    1990       22.0000000     1059.4483017     1010.0000000     1049.3158312
     234      22       8    1990       21.0000000     1064.0977234     1020.0000000     1058.7117756
     235      23       8    1990       23.0000000     1026.2955237      969.0000000     1007.1338135
     236      24       8    1990       20.0000000      987.7015747      935.0000000      972.5796482
     237      25       8    1990       29.0000000      970.7819276      924.0000000      961.0567785
     238      26       8    1990       20.0000000      973.3562810      930.0000000      967.8505368
     239      27       8    1990       22.0000000      970.8496368      924.0000000      962.4791903
     240      28       8    1990       23.0000000      988.1215426      951.0000000      987.3724012
     241      29       8    1990       35.0000000      995.4721909      954.0000000      989.4397315
     242      30       8    1990       51.0000000     1081.4809811      947.0000000     1049.4243757
     243      31       8    1990       80.0000000     1085.1778688      958.0000000     1025.5859805
     244       1       9    1990       56.0000000     1056.5102441      995.0000000     1042.7896825
     245       2       9    1990       33.0000000     1090.5129097     1040.0000000     1084.8644067
     246       3       9    1990       27.0000000     1121.7913905     1070.0000000     1113.8181124
     247       4       9    1990       27.0000000     1115.7483548     1050.0000000     1098.5907021
     248       5       9    1990       28.0000000     1102.1352683     1040.0000000     1085.4180418
     249       6       9    1990       26.0000000     1071.6997322     1010.0000000     1052.3798740
     250       7       9    1990       24.0000000     1055.9741602      991.0000000     1035.5796683
     251       8       9    1990       33.0000000     1062.0905064     1010.0000000     1052.3319898
     252       9       9    1990       26.0000000     1061.8452211     1010.0000000     1050.0300315
     253      10       9    1990       27.0000000     1068.0040203     1020.0000000     1059.0523921
     254      11       9    1990       22.0000000     1084.2885910     1040.0000000     1078.1437931
     255      12       9    1990       22.0000000     1055.1385966      998.0000000     1035.2967529
     256      13       9    1990       21.0000000     1007.2898050      950.0000000      986.5049914
     257      14       9    1990       22.0000000      964.3299154      910.0000000      945.7628508
     258      15       9    1990       22.0000000      917.8770100      863.0000000      898.0653401
     259      16       9    1990       22.0000000      893.8105968      847.0000000      881.4080476
     260      17       9    1990       20.0000000      876.1207267      830.0000000      863.7870675
     261      18       9    1990       22.0000000      889.8895498      854.0000000      887.1989354
     262      19       9    1990       16.0000000      876.8206939      831.0000000      863.6405734
     263      20       9    1990       22.0000000      846.1139829      799.0000000      831.1092427
     264      21       9    1990       19.0000000      842.2069503      790.0000000      830.3725306
     265      22       9    1990       32.0000000      918.2450699      805.0000000      894.9203968
     266      23       9    1990       27.0000000      988.0745819      913.0000000      985.0445731
     267      24       9    1990       45.0000000     1055.3566543      998.0000000     1052.2180365
     268      25       9    1990       42.0000000     1177.4148332     1150.0000000     1197.0293683
     269      26       9    1990       39.0000000     1392.8314678     1390.0000000     1434.9517793
     270      27       9    1990       30.0000000     1468.5292222     1420.0000000     1463.3652440
     271      28       9    1990       28.0000000     1373.0106418     1290.0000000     1331.9160383
     272      29       9    1990       30.0000000     1256.5520348     1180.0000000     1220.5885889
     273      30       9    1990       30.0000000     1230.8103701     1110.0000000     1206.5290940
     274       1      10    1990       56.0000000     1277.1259060     1130.0000000     1254.5536494
     275       2      10    1990       72.0000000     1236.6331887     1110.0000000     1202.6050558
     276       3      10    1990       73.0000000     1368.1003853     1290.0000000     1385.4470170
     277       4      10    1990       68.0000000     1519.5053377     1440.0000000     1528.7698385
     278       5      10    1990       53.0000000     1477.7524622     1360.0000000     1440.3404805
     279       6      10    1990       42.0000000     1421.1140570     1320.0000000     1394.4481383
     280       7      10    1990       33.0000000     1460.4736879     1390.0000000     1460.2166813
     281       8      10    1990       42.0000000     1402.3788678     1300.0000000     1366.6345866
     282       9      10    1990       34.0000000     1292.6704258     1190.0000000     1253.2972947
     283      10      10    1990       36.0000000     1209.7117053     1120.0000000     1180.3280584
     284      11      10    1990       36.0000000     1182.5627593     1110.0000000     1167.6494584
     285      12      10    1990       28.0000000     1146.3155497     1070.0000000     1125.2261491
     286      13      10    1990       32.0000000     1095.7912576     1020.0000000     1073.0276546
     287      14      10    1990       27.0000000     1060.2127631      992.0000000     1043.0276179
     288      15      10    1990       35.0000000     1017.4228352      947.0000000      997.2394523
     289      16      10    1990       42.0000000      976.1030876      906.0000000      956.5283096
     290      17      10    1990       35.0000000      957.1589859      881.0000000      944.8134224
     291      18      10    1990       39.0000000      949.7034112      880.0000000      936.4672191
     292      19      10    1990       34.0000000      933.7978838      872.0000000      922.5134084
     293      20      10    1990       32.0000000      927.4694186      869.0000000      917.7123114
     294      21      10    1990       34.0000000      913.9938521      855.0000000      902.0696054
     295      22      10    1990       27.0000000      885.8272180      825.0000000      870.5631375
     296      23      10    1990       31.0000000      861.8666966      805.0000000      849.1779461
     297      24      10    1990       28.0000000      861.9245431      813.0000000      855.9009271
     298      25      10    1990       25.0000000      856.2819682      803.0000000      846.2039280
     299      26      10    1990       29.0000000      861.6543020      789.0000000      845.7325470
     300      27      10    1990       31.0000000      860.7846692      781.0000000      832.7168098
     301      28      10    1990       65.0000000      995.2984973      786.0000000      924.2605682
     302      29      10    1990       69.0000000     1100.6883599      891.0000000     1043.3169716
     303      30      10    1990      157.0000000     1188.4517844     1010.0000000     1149.8574504
     304      31      10    1990      190.0000000     1320.7347857     1180.0000000     1307.9803703
     305       1      11    1990      115.0000000     1612.8762113     1510.0000000     1639.1905465
     306       2      11    1990      104.0000000     1797.8665918     1640.0000000     1784.0209761
     307       3      11    1990      100.0000000     1922.1437465     1750.0000000     1904.8947728
     308       4      11    1990      131.0000000     1903.9170620     1700.0000000     1855.4125325
     309       5      11    1990      130.0000000     1861.3358960     1670.0000000     1815.0344487
     310       6      11    1990      115.0000000     1840.1144164     1680.0000000     1807.2318637
     311       7      11    1990      102.0000000     1854.5240605     1720.0000000     1831.8886028
     312       8      11    1990       95.0000000     1817.0251419     1680.0000000     1778.9432200
     313       9      11    1990       81.0000000     1694.5471619     1550.0000000     1638.8356494
     314      10      11    1990       66.0000000     1577.5655974     1430.0000000     1523.9460511
     315      11      11    1990       67.0000000     1499.7751725     1320.0000000     1446.8067902
     316      12      11    1990       74.0000000     1443.1173139     1260.0000000     1393.8314628
     317      13      11    1990      109.0000000     1458.6603872     1310.0000000     1434.0108563
     318      14      11    1990       92.0000000     1726.1895243     1610.0000000     1761.1239596
     319      15      11    1990       92.0000000     1888.2113514     1710.0000000     1874.6344399
     320      16      11    1990      155.0000000     1882.6877160     1690.0000000     1842.1527270
     321      17      11    1990      159.0000000     1988.6616560     1850.0000000     1993.6066071
     322      18      11    1990      131.0000000     2211.4357874     2070.0000000     2226.6296543
     323      19      11    1990      161.0000000     2289.2227033     2090.0000000     2257.8336406
     324      20      11    1990      196.0000000     2504.1387243     2220.0000000     2494.2243614
     325      21      11    1990      336.0000000     2877.7701399     2560.0000000     2878.6196942
     326      22      11    1990      566.0000000     3156.6507168     2870.0000000     3179.5125490
     327      23      11    1990      373.0000000     3287.5515861     2940.0000000     3251.3837212
     328      24      11    1990      293.0000000     3319.7922523     3000.0000000     3283.3394455
     329      25      11    1990      264.0000000     3294.9011926     2970.0000000     3235.0316535
     330      26      11    1990      226.0000000     3056.7976975     2710.0000000     2944.5820648
     331      27      11    1990      201.0000000     2709.2969667     2390.0000000     2590.5241962
     332      28      11    1990      180.0000000     2465.4325007     2210.0000000     2382.7414213
     333      29      11    1990      161.0000000     2293.0822245     2060.0000000     2219.7856783
     334      30      11    1990      149.0000000     2154.9176953     1940.0000000     2086.5547131
     335       1      12    1990      134.0000000     2012.1677011     1820.0000000     1949.6590271
     336       2      12    1990      113.0000000     1892.5737949     1720.0000000     1838.1640026
     337       3      12    1990       99.0000000     1782.2995432     1620.0000000     1730.9613726
     338       4      12    1990      107.0000000     1682.3640727     1530.0000000     1635.3058589
     339       5      12    1990       99.0000000     1616.3837708     1480.0000000     1580.2363838
     340       6      12    1990       89.0000000     1575.5409406     1450.0000000     1545.6316182
     341       7      12    1990       77.0000000     1516.7959099     1390.0000000     1481.4953507
     342       8      12    1990       71.0000000     1451.7597896     1330.0000000     1417.7620851
     343       9      12    1990       68.0000000     1387.2176566     1270.0000000     1354.3820311
     344      10      12    1990       73.0000000     1323.1086520     1210.0000000     1291.3123733
     345      11      12    1990       84.0000000     1282.5243903     1180.0000000     1258.5161793
     346      12      12    1990       88.0000000     1301.4771681     1190.0000000     1276.1604657
     347      13      12    1990       92.0000000     1333.9276368     1220.0000000     1306.5884658
     348      14      12    1990      128.0000000     1317.6567679     1200.0000000     1283.3159135
     349      15      12    1990      136.0000000     1298.0901441     1190.0000000     1269.8703330
     350      16      12    1990      114.0000000     1283.2474824     1180.0000000     1256.9145313
     351      17      12    1990      101.0000000     1230.4085699     1120.0000000     1194.2394693
     352      18      12    1990       93.0000000     1174.2819335     1070.0000000     1141.8081434
     353      19      12    1990       85.0000000     1151.6695190     1060.0000000     1129.5907110
     354      20      12    1990       81.0000000     1130.8077165     1040.0000000     1107.5614799
     355      21      12    1990      106.0000000     1163.5237630     1040.0000000     1120.5930825
     356      22      12    1990      159.0000000     1193.4423816     1040.0000000     1127.6136506
     357      23      12    1990      250.0000000     1249.0210094     1090.0000000     1188.4558199
     358      24      12    1990      298.0000000     1336.5748823     1200.0000000     1294.2319077
     359      25      12    1990      261.0000000     1498.7988545     1320.0000000     1466.1612114
     360      26      12    1990      228.0000000     1715.3885791     1410.0000000     1643.3624740
     361      27      12    1990      409.0000000     1886.5474183     1510.0000000     1803.1646918
     362      28      12    1990      486.0000000     2064.9677982     1680.0000000     1982.4025158
     363      29      12    1990      440.0000000     2438.7566937     1970.0000000     2370.5133870
     364      30      12    1990      486.0000000     2810.5431074     2190.0000000     2711.7050391
     365      31      12    1990      774.0000000     3142.7583559     2440.0000000     3053.9486444
     366       1       1    1991      889.0000000     3637.5962300     2950.0000000     3581.5570284
     367       2       1    1991      863.0000000     4070.8894778     3300.0000000     3956.7114600
     368       3       1    1991      875.0000000     4383.7693251     3520.0000000     4173.7236091
     369       4       1    1991      932.0000000     4481.4319313     3700.0000000     4282.9641375
     370       5       1    1991      826.0000000     4483.8368839     3710.0000000     4255.5313656
     371       6       1    1991      731.0000000     4365.1092830     3620.0000000     4131.8545703
     372       7       1    1991      613.0000000     4157.6164450     3430.0000000     3939.8699233
     373       8       1    1991      610.0000000     3908.6557299     3180.0000000     3669.0161019
     374       9       1    1991      686.0000000     3747.6725374     3130.0000000     3566.4891571
     375      10       1    1991      556.0000000     3826.5180891     3200.0000000     3647.6541459
     376      11       1    1991      669.0000000     3786.9786457     3080.0000000     3550.1209660
     377      12       1    1991      828.0000000     3664.4824305     3010.0000000     3450.3079511
     378      13       1    1991      735.0000000     3473.1460521     2930.0000000     3293.1864589
     379      14       1    1991      513.0000000     3318.0631775     2870.0000000     3172.7222220
