      No     Day     Mon    Year  Qobs_0000000398  Qsim_0000000398
       1       1       1    1990      157.0000000       87.0826296
       2       2       1    1990      129.0000000       80.9202884
       3       3       1    1990      117.0000000       75.4611605
       4       4       1    1990      111.0000000       70.6112661
       5       5       1    1990      112.0000000       66.2907540
       6       6       1    1990       93.0000000       62.4587302
       7       7       1    1990       87.0000000       59.0309614
       8       8       1    1990       84.0000000       55.9209482
       9       9       1    1990       80.0000000       53.1287850
      10      10       1    1990       78.0000000       50.6052526
      11      11       1    1990       78.0000000       48.3221949
      12      12       1    1990       77.0000000       46.2517445
      13      13       1    1990       76.0000000       45.9263983
      14      14       1    1990       73.0000000       48.0165718
      15      15       1    1990       66.0000000       55.6670425
      16      16       1    1990       76.0000000       53.2255203
      17      17       1    1990       73.0000000       53.6687278
      18      18       1    1990       71.0000000       54.1187608
      19      19       1    1990       90.0000000       50.4499895
      20      20       1    1990       82.0000000       53.1148864
      21      21       1    1990       80.0000000       50.2668076
      22      22       1    1990       81.0000000       46.8767675
      23      23       1    1990       97.0000000      134.8576660
      24      24       1    1990      198.0000000      146.3203893
      25      25       1    1990      392.0000000      197.9126037
      26      26       1    1990      519.0000000      195.5958259
      27      27       1    1990      565.0000000      161.3697570
      28      28       1    1990      331.0000000      152.8213043
      29      29       1    1990      293.0000000      145.9007611
      30      30       1    1990      302.0000000      125.2253562
      31      31       1    1990      233.0000000      113.8233740
      32       1       2    1990      198.0000000      126.8478200
      33       2       2    1990      183.0000000      136.7978943
      34       3       2    1990      206.0000000      131.6773248
      35       4       2    1990      215.0000000      114.9465289
      36       5       2    1990      183.0000000      105.9970817
      37       6       2    1990      159.0000000       98.6450511
      38       7       2    1990      167.0000000       92.2053970
      39       8       2    1990      138.0000000       88.0386561
      40       9       2    1990      126.0000000       85.9380373
      41      10       2    1990      131.0000000      154.7003671
      42      11       2    1990      173.0000000      180.8708741
      43      12       2    1990      240.0000000      199.3069807
      44      13       2    1990      270.0000000      317.7447226
      45      14       2    1990      458.0000000      637.7156224
      46      15       2    1990      996.0000000      852.7657792
      47      16       2    1990     1370.0000000      741.8663270
      48      17       2    1990     1540.0000000      605.5442681
      49      18       2    1990     1210.0000000      494.7484201
      50      19       2    1990      616.0000000      403.4436660
      51      20       2    1990      465.0000000      330.8789276
      52      21       2    1990      373.0000000      274.4178320
      53      22       2    1990      298.0000000      231.5096731
      54      23       2    1990      270.0000000      199.3859770
      55      24       2    1990      234.0000000      175.0489001
      56      25       2    1990      218.0000000      161.3850904
      57      26       2    1990      203.0000000      254.9866899
      58      27       2    1990      314.0000000      413.8601916
      59      28       2    1990      520.0000000      579.7726249
      60       1       3    1990      689.0000000      637.8521481
      61       2       3    1990      777.0000000      545.6312707
      62       3       3    1990      584.0000000      446.5463629
      63       4       3    1990      429.0000000      366.9217483
      64       5       3    1990      365.0000000      305.6527847
      65       6       3    1990      281.0000000      256.8523974
      66       7       3    1990      257.0000000      220.4591419
      67       8       3    1990      231.0000000      193.7956460
      68       9       3    1990      211.0000000      173.9312669
      69      10       3    1990      191.0000000      159.1046657
      70      11       3    1990      182.0000000      148.9199848
      71      12       3    1990      173.0000000      140.4945167
      72      13       3    1990      159.0000000      133.1556392
      73      14       3    1990      153.0000000      127.3760996
      74      15       3    1990      141.0000000      121.9444624
      75      16       3    1990      136.0000000      116.2846306
      76      17       3    1990      130.0000000      111.3198007
      77      18       3    1990      123.0000000      106.8333470
      78      19       3    1990      115.0000000      102.7669292
      79      20       3    1990      113.0000000       99.3784414
      80      21       3    1990      102.0000000       96.3629582
      81      22       3    1990      105.0000000       93.6877993
      82      23       3    1990      106.0000000       90.9827056
      83      24       3    1990       87.0000000       88.3651646
      84      25       3    1990       80.0000000       86.0605635
      85      26       3    1990       84.0000000       83.8217738
      86      27       3    1990       82.0000000       81.7192673
      87      28       3    1990       91.0000000       88.0449788
      88      29       3    1990       97.0000000       90.7219622
      89      30       3    1990      110.0000000       82.7561473
      90      31       3    1990       97.0000000       80.3172698
      91       1       4    1990       93.0000000       78.3294790
      92       2       4    1990       85.0000000       76.4807690
      93       3       4    1990       84.0000000       78.7095347
      94       4       4    1990       81.0000000       77.5090406
      95       5       4    1990       81.0000000       74.0845165
      96       6       4    1990       76.0000000       72.6370146
      97       7       4    1990       72.0000000       71.1252794
      98       8       4    1990       68.0000000       69.6715638
      99       9       4    1990       72.0000000       68.3306785
     100      10       4    1990       65.0000000       67.0706453
     101      11       4    1990       62.0000000       65.9612173
     102      12       4    1990       62.0000000       65.9635707
     103      13       4    1990       65.0000000       67.2968834
     104      14       4    1990       68.0000000       81.5684955
     105      15       4    1990       75.0000000       80.8096541
     106      16       4    1990       90.0000000       73.3995488
     107      17       4    1990       92.0000000       70.8540304
     108      18       4    1990       94.0000000       70.3945326
     109      19       4    1990      110.0000000       67.7810055
     110      20       4    1990       99.0000000       66.1880082
     111      21       4    1990       86.0000000       64.8507791
     112      22       4    1990       86.0000000       68.1996911
     113      23       4    1990       86.0000000       71.2189246
     114      24       4    1990       88.0000000       67.9300925
     115      25       4    1990       93.0000000       63.9849754
     116      26       4    1990       99.0000000       62.6510295
     117      27       4    1990       86.0000000       61.4867348
     118      28       4    1990       74.0000000       60.3122659
     119      29       4    1990       72.0000000       59.1964460
     120      30       4    1990       77.0000000       58.1415195
     121       1       5    1990       56.0000000       57.1402469
     122       2       5    1990       64.0000000       56.1878309
     123       3       5    1990       58.0000000       55.2799758
     124       4       5    1990       50.0000000       54.4128299
     125       5       5    1990       50.0000000       53.5829354
     126       6       5    1990       50.0000000       52.7871842
     127       7       5    1990       50.0000000       52.0357294
     128       8       5    1990       53.0000000       51.6559479
     129       9       5    1990       62.0000000       50.7349898
     130      10       5    1990       64.0000000       53.3274636
     131      11       5    1990       65.0000000       51.2989929
     132      12       5    1990       75.0000000       49.1392081
     133      13       5    1990       71.0000000       48.4798633
     134      14       5    1990       63.0000000       47.8347542
     135      15       5    1990       61.0000000       47.3491339
     136      16       5    1990       49.0000000       46.6596701
     137      17       5    1990       46.0000000       46.0744664
     138      18       5    1990       46.0000000       45.5053357
     139      19       5    1990       48.0000000       44.9513666
     140      20       5    1990       41.0000000       44.4256716
     141      21       5    1990       45.0000000       47.2115818
     142      22       5    1990       52.0000000       45.3840853
     143      23       5    1990       50.0000000       46.2477737
     144      24       5    1990       56.0000000       46.9126095
     145      25       5    1990       41.0000000       44.4564478
     146      26       5    1990       40.0000000       42.0267610
     147      27       5    1990       39.0000000       41.5253388
     148      28       5    1990       39.0000000       41.0364628
     149      29       5    1990       33.0000000       40.5589325
     150      30       5    1990       37.0000000       40.0920522
     151      31       5    1990       30.0000000       39.6351888
     152       1       6    1990       37.0000000       42.9115579
     153       2       6    1990       36.0000000       42.2154483
     154       3       6    1990       40.0000000       61.5881418
     155       4       6    1990       45.0000000       47.3756427
     156       5       6    1990       39.0000000       38.5830290
     157       6       6    1990       48.0000000       38.1045944
     158       7       6    1990       39.0000000       73.4521428
     159       8       6    1990       49.0000000       71.2319994
     160       9       6    1990       84.0000000       50.4794925
     161      10       6    1990       91.0000000       42.8132541
     162      11       6    1990       80.0000000       39.6262002
     163      12       6    1990       66.0000000       38.9822140
     164      13       6    1990       53.0000000       38.3708017
     165      14       6    1990       64.0000000       37.7760990
     166      15       6    1990       55.0000000       37.1673105
     167      16       6    1990       54.0000000       36.6160456
     168      17       6    1990       42.0000000       36.0866837
     169      18       6    1990       48.0000000       35.6944263
     170      19       6    1990       48.0000000       45.7470431
     171      20       6    1990       60.0000000       51.2685052
     172      21       6    1990       75.0000000       44.5654484
     173      22       6    1990       78.0000000       36.1472933
     174      23       6    1990       66.0000000       35.2639736
     175      24       6    1990       63.0000000       34.5045645
     176      25       6    1990       52.0000000       33.9982179
     177      26       6    1990       49.0000000       33.5110573
     178      27       6    1990       44.0000000       37.6224460
     179      28       6    1990       51.0000000       33.6886700
     180      29       6    1990       61.0000000       45.9229385
     181      30       6    1990       81.0000000       63.6118920
     182       1       7    1990       79.0000000       43.0107114
     183       2       7    1990       92.0000000       34.4850722
