      No     Day     Mon    Year  Qobs_0000000398  Qsim_0000000398
       1       1       1    1990      157.0000000      113.1552870
       2       2       1    1990      129.0000000      101.9135030
       3       3       1    1990      117.0000000       92.6447889
       4       4       1    1990      111.0000000       84.9049533
       5       5       1    1990      112.0000000       78.3716321
       6       6       1    1990       93.0000000       72.8820039
       7       7       1    1990       87.0000000       68.1744038
       8       8       1    1990       84.0000000       64.0380710
       9       9       1    1990       80.0000000       60.5240002
      10      10       1    1990       78.0000000       57.3436715
      11      11       1    1990       78.0000000       54.5490766
      12      12       1    1990       77.0000000       52.0773321
      13      13       1    1990       76.0000000       51.7285863
      14      14       1    1990       73.0000000       55.4049688
      15      15       1    1990       66.0000000       69.8946125
      16      16       1    1990       76.0000000       76.1657542
      17      17       1    1990       73.0000000       77.6019627
      18      18       1    1990       71.0000000       83.9391046
      19      19       1    1990       90.0000000       77.2436206
      20      20       1    1990       82.0000000       82.5875856
      21      21       1    1990       80.0000000       80.6117084
      22      22       1    1990       81.0000000       71.9722152
      23      23       1    1990       97.0000000      221.0943683
      24      24       1    1990      198.0000000      375.6569824
      25      25       1    1990      392.0000000      467.0582640
      26      26       1    1990      519.0000000      517.7426510
      27      27       1    1990      565.0000000      372.7294192
      28      28       1    1990      331.0000000      303.8594403
      29      29       1    1990      293.0000000      283.3069906
      30      30       1    1990      302.0000000      224.4647370
      31      31       1    1990      233.0000000      185.0847835
      32       1       2    1990      198.0000000      198.0177171
      33       2       2    1990      183.0000000      241.3621272
      34       3       2    1990      206.0000000      244.0754817
      35       4       2    1990      215.0000000      197.8113764
      36       5       2    1990      183.0000000      164.0088106
      37       6       2    1990      159.0000000      139.9476826
      38       7       2    1990      167.0000000      122.0031717
      39       8       2    1990      138.0000000      112.0370490
      40       9       2    1990      126.0000000      110.3046780
      41      10       2    1990      131.0000000      227.9243092
      42      11       2    1990      173.0000000      404.9455113
      43      12       2    1990      240.0000000      438.8671357
      44      13       2    1990      270.0000000      683.8885725
      45      14       2    1990      458.0000000     1404.1668713
      46      15       2    1990      996.0000000     1876.6124473
      47      16       2    1990     1370.0000000     1257.2489581
      48      17       2    1990     1540.0000000      821.1791152
      49      18       2    1990     1210.0000000      582.7176013
      50      19       2    1990      616.0000000      433.1110613
      51      20       2    1990      465.0000000      335.5709057
      52      21       2    1990      373.0000000      267.2121907
      53      22       2    1990      298.0000000      218.7047232
      54      23       2    1990      270.0000000      187.2147704
      55      24       2    1990      234.0000000      165.2346119
      56      25       2    1990      218.0000000      156.0211842
      57      26       2    1990      203.0000000      319.4006968
      58      27       2    1990      314.0000000      667.1185090
      59      28       2    1990      520.0000000     1007.6761875
