      No     Day     Mon    Year  Qobs_0000000398  Qsim_0000000398
       1       1       1    1990      157.0000000      130.1018091
       2       2       1    1990      129.0000000      120.1193989
       3       3       1    1990      117.0000000      112.0938131
       4       4       1    1990      111.0000000      105.5938615
       5       5       1    1990      112.0000000      100.3163187
       6       6       1    1990       93.0000000       96.6569804
       7       7       1    1990       87.0000000       93.5951043
       8       8       1    1990       84.0000000       90.3873157
       9       9       1    1990       80.0000000       87.5873606
      10      10       1    1990       78.0000000       85.1998644
      11      11       1    1990       78.0000000       83.1413347
      12      12       1    1990       77.0000000       81.3459007
      13      13       1    1990       76.0000000       81.0138755
      14      14       1    1990       73.0000000       84.6117642
      15      15       1    1990       66.0000000       97.0654360
      16      16       1    1990       76.0000000       98.0286436
      17      17       1    1990       73.0000000      109.2616788
      18      18       1    1990       71.0000000      115.7288694
      19      19       1    1990       90.0000000      109.5616901
      20      20       1    1990       82.0000000      110.0824935
      21      21       1    1990       80.0000000      102.4290933
      22      22       1    1990       81.0000000       95.6412202
      23      23       1    1990       97.0000000      227.0872938
      24      24       1    1990      198.0000000      264.5478518
      25      25       1    1990      392.0000000      375.3646003
      26      26       1    1990      519.0000000      374.4347191
      27      27       1    1990      565.0000000      310.7514282
      28      28       1    1990      331.0000000      293.6221204
      29      29       1    1990      293.0000000      283.8169329
      30      30       1    1990      302.0000000      241.2343927
      31      31       1    1990      233.0000000      209.7243118
      32       1       2    1990      198.0000000      221.0982712
      33       2       2    1990      183.0000000      242.3798073
      34       3       2    1990      206.0000000      240.8473712
      35       4       2    1990      215.0000000      207.6224537
      36       5       2    1990      183.0000000      183.1553571
      37       6       2    1990      159.0000000      164.0301490
      38       7       2    1990      167.0000000      148.9013044
      39       8       2    1990      138.0000000      140.6939081
      40       9       2    1990      126.0000000      138.6076096
      41      10       2    1990      131.0000000      255.7650286
      42      11       2    1990      173.0000000      305.1007666
      43      12       2    1990      240.0000000      363.4358637
      44      13       2    1990      270.0000000      583.5143366
      45      14       2    1990      458.0000000     1103.2608946
      46      15       2    1990      996.0000000     1280.8561464
      47      16       2    1990     1370.0000000     1013.8399777
      48      17       2    1990     1540.0000000      756.6535914
      49      18       2    1990     1210.0000000      576.4755984
      50      19       2    1990      616.0000000      453.2762017
      51      20       2    1990      465.0000000      375.2940302
      52      21       2    1990      373.0000000      323.1015117
      53      22       2    1990      298.0000000      282.8843049
      54      23       2    1990      270.0000000      251.5731721
      55      24       2    1990      234.0000000      227.0098486
      56      25       2    1990      218.0000000      213.3249815
      57      26       2    1990      203.0000000      372.8277912
      58      27       2    1990      314.0000000      596.8444283
      59      28       2    1990      520.0000000      829.9945404
      60       1       3    1990      689.0000000      840.7668889
      61       2       3    1990      777.0000000      669.0205723
      62       3       3    1990      584.0000000      518.0961979
      63       4       3    1990      429.0000000      425.7381217
      64       5       3    1990      365.0000000      369.1750977
      65       6       3    1990      281.0000000      323.6557040
      66       7       3    1990      257.0000000      288.0439921
      67       8       3    1990      231.0000000      260.2550483
      68       9       3    1990      211.0000000      238.3859502
      69      10       3    1990      191.0000000      221.0378258
      70      11       3    1990      182.0000000      207.1576515
      71      12       3    1990      173.0000000      195.9392367
      72      13       3    1990      159.0000000      187.1239153
      73      14       3    1990      153.0000000      183.9215051
      74      15       3    1990      141.0000000      183.3786002
      75      16       3    1990      136.0000000      176.1561061
      76      17       3    1990      130.0000000      170.1042813
      77      18       3    1990      123.0000000      164.9966245
      78      19       3    1990      115.0000000      160.6380285
      79      20       3    1990      113.0000000      157.3264145
      80      21       3    1990      102.0000000      154.3973364
      81      22       3    1990      105.0000000      151.8516030
      82      23       3    1990      106.0000000      149.7407908
      83      24       3    1990       87.0000000      148.1007708
      84      25       3    1990       80.0000000      148.8545824
      85      26       3    1990       84.0000000      146.1127050
      86      27       3    1990       82.0000000      144.6153143
      87      28       3    1990       91.0000000      164.5328409
      88      29       3    1990       97.0000000      173.7113902
      89      30       3    1990      110.0000000      169.2262266
      90      31       3    1990       97.0000000      162.1040542
      91       1       4    1990       93.0000000      155.4772738
      92       2       4    1990       85.0000000      149.9407283
      93       3       4    1990       84.0000000      155.8656658
      94       4       4    1990       81.0000000      163.2524062
      95       5       4    1990       81.0000000      155.9062945
      96       6       4    1990       76.0000000      155.5675084
      97       7       4    1990       72.0000000      149.1195535
      98       8       4    1990       68.0000000      143.7300751
      99       9       4    1990       72.0000000      139.2370108
     100      10       4    1990       65.0000000      135.5898173
     101      11       4    1990       62.0000000      134.5516738
     102      12       4    1990       62.0000000      136.7801655
     103      13       4    1990       65.0000000      143.1067749
     104      14       4    1990       68.0000000      178.3757849
     105      15       4    1990       75.0000000      182.8974214
     106      16       4    1990       90.0000000      183.9455891
     107      17       4    1990       92.0000000      185.5191576
     108      18       4    1990       94.0000000      189.4279439
     109      19       4    1990      110.0000000      175.2647322
     110      20       4    1990       99.0000000      163.2892089
     111      21       4    1990       86.0000000      153.6753717
     112      22       4    1990       86.0000000      152.8480839
     113      23       4    1990       86.0000000      165.3519508
     114      24       4    1990       88.0000000      172.4238827
     115      25       4    1990       93.0000000      163.8432469
     116      26       4    1990       99.0000000      153.7030292
     117      27       4    1990       86.0000000      148.0124721
     118      28       4    1990       74.0000000      143.5582828
     119      29       4    1990       72.0000000      136.8716472
     120      30       4    1990       77.0000000      131.1511295
     121       1       5    1990       56.0000000      126.3727132
     122       2       5    1990       64.0000000      122.3448402
     123       3       5    1990       58.0000000      118.9159397
     124       4       5    1990       50.0000000      115.9659265
     125       5       5    1990       50.0000000      113.3995442
     126       6       5    1990       50.0000000      111.1411448
     127       7       5    1990       50.0000000      109.1653302
     128       8       5    1990       53.0000000      108.6046990
     129       9       5    1990       62.0000000      107.6596861
     130      10       5    1990       64.0000000      111.2585720
     131      11       5    1990       65.0000000      113.0315099
     132      12       5    1990       75.0000000      108.1001481
     133      13       5    1990       71.0000000      105.6069473
     134      14       5    1990       63.0000000      103.6733702
     135      15       5    1990       61.0000000      101.8450847
     136      16       5    1990       49.0000000      100.3125714
     137      17       5    1990       46.0000000       98.6456366
     138      18       5    1990       46.0000000       97.1909116
     139      19       5    1990       48.0000000       95.8444010
     140      20       5    1990       41.0000000       94.5989270
     141      21       5    1990       45.0000000      101.7090198
     142      22       5    1990       52.0000000       99.9061861
     143      23       5    1990       50.0000000      101.1448427
     144      24       5    1990       56.0000000      105.1928897
     145      25       5    1990       41.0000000       99.9970407
     146      26       5    1990       40.0000000       95.8137863
     147      27       5    1990       39.0000000       93.5866153
     148      28       5    1990       39.0000000       91.6399363
     149      29       5    1990       33.0000000       89.9177958
     150      30       5    1990       37.0000000       88.3759358
     151      31       5    1990       30.0000000       86.9792925
     152       1       6    1990       37.0000000       91.2882400
     153       2       6    1990       36.0000000       96.8236191
     154       3       6    1990       40.0000000      136.5887811
     155       4       6    1990       45.0000000      107.6404190
     156       5       6    1990       39.0000000       96.5250833
     157       6       6    1990       48.0000000       92.8643151
     158       7       6    1990       39.0000000      158.7105696
     159       8       6    1990       49.0000000      159.8225416
     160       9       6    1990       84.0000000      155.1566227
     161      10       6    1990       91.0000000      139.8373870
     162      11       6    1990       80.0000000      126.3715941
     163      12       6    1990       66.0000000      116.8284045
     164      13       6    1990       53.0000000      109.4274734
     165      14       6    1990       64.0000000      103.2494949
     166      15       6    1990       55.0000000       97.7859081
     167      16       6    1990       54.0000000       93.3392284
     168      17       6    1990       42.0000000       89.6438756
     169      18       6    1990       48.0000000       87.3681117
     170      19       6    1990       48.0000000      113.9364704
     171      20       6    1990       60.0000000      145.2711305
     172      21       6    1990       75.0000000      143.7817779
     173      22       6    1990       78.0000000      132.0243868
     174      23       6    1990       66.0000000      120.9437914
     175      24       6    1990       63.0000000      110.7587160
     176      25       6    1990       52.0000000      103.1207500
     177      26       6    1990       49.0000000       96.9460384
     178      27       6    1990       44.0000000      100.1006198
     179      28       6    1990       51.0000000       96.3208335
     180      29       6    1990       61.0000000      120.7012470
     181      30       6    1990       81.0000000      155.3335172
     182       1       7    1990       79.0000000      117.3575007
     183       2       7    1990       92.0000000      104.1181226
     184       3       7    1990       72.0000000      119.3741817
     185       4       7    1990       58.0000000      152.8540436
     186       5       7    1990       69.0000000      202.8848175
     187       6       7    1990       94.0000000      183.9156911
     188       7       7    1990      199.0000000      185.7705062
     189       8       7    1990      133.0000000      184.5571938
     190       9       7    1990      124.0000000      159.4023803
     191      10       7    1990      123.0000000      142.1644191
     192      11       7    1990       99.0000000      128.3745997
     193      12       7    1990       88.0000000      117.2971635
     194      13       7    1990       84.0000000      108.3581087
     195      14       7    1990       72.0000000      101.1083404
     196      15       7    1990       55.0000000       95.1956076
     197      16       7    1990       65.0000000       90.3430059
     198      17       7    1990       50.0000000       86.3324292
     199      18       7    1990       50.0000000       82.9917769
     200      19       7    1990       46.0000000       80.1850288
     201      20       7    1990       44.0000000       77.8045197
     202      21       7    1990       42.0000000       75.7649100
     203      22       7    1990       37.0000000       73.9984691
     204      23       7    1990       38.0000000       72.4513754
     205      24       7    1990       44.0000000       71.0808111
     206      25       7    1990       30.0000000       69.8526741
     207      26       7    1990       26.0000000       68.7397753
     208      27       7    1990       31.0000000       67.7204142
     209      28       7    1990       33.0000000       68.7069905
     210      29       7    1990       42.0000000       66.5800259
     211      30       7    1990       36.0000000       65.1505096
     212      31       7    1990       34.0000000       64.3532180
     213       1       8    1990       25.0000000       63.5929758
     214       2       8    1990       22.0000000       62.8636979
     215       3       8    1990       28.0000000       62.1604923
     216       4       8    1990       25.0000000       61.4794212
     217       5       8    1990       19.0000000       60.8173101
     218       6       8    1990       22.0000000       60.1715968
     219       7       8    1990       19.0000000       59.5402095
     220       8       8    1990       22.0000000       58.9214703
     221       9       8    1990       19.0000000       58.3140174
     222      10       8    1990       20.0000000       57.7167431
